Customer_Code,Order_Frequency,Total_Spending,Avg_Order_Value,Last_Activity,Total_Pieces,Avg_Pieces_Per_Order,Total_Weight,Avg_Weight_Per_Order,Avg_Discount_Rate,Total_Discount,Primary_Service,Delivery_Rate,Package_Usage_Rate,Laundry_Orders,Laundry_Spending,Laundry_Weight,DryClean_Orders,DryClean_Spending,DryClean_Pieces,Laundry_Ratio,DryClean_Ratio,Recency,Avg_Monthly_Orders,Value_Per_Kg,RF_Segment
Cust1018222,1,247,247.0,2024-01-29 16:49:00,11,11.0,3.4,3.4,61.8,61.8,"WSI, WF",1.0,0.0,1.0,247.0,3.4,0.0,0.0,0.0,1.0,0.0,340.0,0.08333333333333333,72.64705882352942,2
Cust1018280,2,289,144.5,2024-04-15 16:04:00,10,5.0,2.95,1.475,18.795,37.59,WSI,1.0,0.0,2.0,289.0,2.95,0.0,0.0,0.0,1.0,0.0,263.0,0.16666666666666666,97.96610169491525,2
Cust1019425,1,659,659.0,2024-03-22 14:10:00,20,20.0,8.06,8.06,164.64,164.64,"WLS, WF",1.0,0.0,1.0,659.0,8.06,0.0,0.0,0.0,1.0,0.0,287.0,0.08333333333333333,81.76178660049628,2
Cust1019535,1,400,400.0,2024-01-29 16:52:00,2,2.0,0.0,0.0,100.0,100.0,CL,1.0,0.0,0.0,0.0,0.0,1.0,400.0,2.0,0.0,1.0,340.0,0.08333333333333333,0.0,1
Cust1019924,5,1398,279.6,2024-07-12 22:18:00,40,8.0,10.61,2.122,12.8,64.0,WF,1.0,0.0,3.0,867.0,10.61,2.0,531.0,2.0,0.6,0.4,175.0,0.4166666666666667,81.7153628652215,2
Cust1020658,1,190,190.0,2023-12-08 19:14:00,2,2.0,0.0,0.0,0.0,0.0,CL,1.0,0.0,0.0,0.0,0.0,1.0,190.0,2.0,0.0,1.0,392.0,0.08333333333333333,0.0,1
Cust1020688,1,84,84.0,2024-01-29 16:56:00,1,1.0,0.0,0.0,21.0,21.0,CL,1.0,0.0,0.0,0.0,0.0,1.0,84.0,1.0,0.0,1.0,340.0,0.08333333333333333,0.0,1
Cust1020714,1,1152,1152.0,2024-01-04 15:35:00,11,11.0,0.0,0.0,288.0,288.0,CL,1.0,0.0,0.0,0.0,0.0,1.0,1152.0,11.0,0.0,1.0,365.0,0.08333333333333333,0.0,1
Cust1021363,1,1024,1024.0,2023-12-14 13:29:00,4,4.0,0.0,0.0,256.0,256.0,CL,1.0,0.0,0.0,0.0,0.0,1.0,1024.0,4.0,0.0,1.0,386.0,0.08333333333333333,0.0,1
Cust1021413,3,1154,384.6666666666667,2024-01-29 17:22:00,29,9.666666666666666,9.37,3.123333333333333,0.0,0.0,WSI,1.0,0.0,2.0,984.0,9.37,1.0,170.0,1.0,0.6666666666666666,0.3333333333333333,340.0,0.25,105.01600853788688,2
Cust1023150,1,237,237.0,2023-12-14 13:24:00,14,14.0,4.55,4.55,59.15,59.15,WF,1.0,0.0,1.0,237.0,4.55,0.0,0.0,0.0,1.0,0.0,386.0,0.08333333333333333,52.08791208791209,2
Cust1023638,1,2008,2008.0,2023-12-14 13:28:00,26,26.0,0.0,0.0,502.0,502.0,CL,1.0,0.0,0.0,0.0,0.0,1.0,2008.0,26.0,0.0,1.0,386.0,0.08333333333333333,0.0,1
Cust1024758,1,384,384.0,2024-07-12 22:18:00,4,4.0,0.0,0.0,96.0,96.0,CL,1.0,0.0,0.0,0.0,0.0,1.0,384.0,4.0,0.0,1.0,175.0,0.08333333333333333,0.0,1
Cust1025497,1,300,300.0,2023-12-14 17:04:00,2,2.0,0.0,0.0,0.0,0.0,SHC,1.0,0.0,0.0,0.0,0.0,1.0,300.0,2.0,0.0,1.0,386.0,0.08333333333333333,0.0,1
Cust1027358,1,328,328.0,2024-01-29 17:01:00,11,11.0,5.04,5.04,0.0,0.0,WF,1.0,0.0,1.0,328.0,5.04,0.0,0.0,0.0,1.0,0.0,340.0,0.08333333333333333,65.07936507936508,2
Cust1027432,2,619,309.5,2024-02-17 11:16:00,31,15.5,10.42,5.21,29.25,58.5,WF,1.0,0.0,2.0,619.0,10.42,0.0,0.0,0.0,1.0,0.0,321.0,0.16666666666666666,59.40499040307102,2
Cust1027511,1,98,98.0,2023-12-16 12:40:00,9,9.0,1.88,1.88,24.44,24.44,WF,1.0,0.0,1.0,98.0,1.88,0.0,0.0,0.0,1.0,0.0,384.0,0.08333333333333333,52.12765957446809,2
Cust1027726,2,325,162.5,2023-12-15 12:58:00,21,10.5,5.2,2.6,0.0,0.0,WF,1.0,0.0,2.0,325.0,5.2,0.0,0.0,0.0,1.0,0.0,385.0,0.16666666666666666,62.5,2
Cust1027737,1,104,104.0,2023-12-12 12:33:00,4,4.0,2.0,2.0,26.0,26.0,WF,1.0,0.0,1.0,104.0,2.0,0.0,0.0,0.0,1.0,0.0,388.0,0.08333333333333333,52.0,2
Cust1027840,4,1081,270.25,2024-08-10 17:56:00,17,4.25,5.029999999999999,1.2574999999999998,0.0,0.0,CL,1.0,0.0,2.0,381.0,5.03,2.0,700.0,4.0,0.5,0.5,146.0,0.3333333333333333,75.74552683896621,2
Cust1027854,1,112,112.0,2023-12-11 19:27:00,7,7.0,1.72,1.72,0.0,0.0,WF,1.0,0.0,1.0,112.0,1.72,0.0,0.0,0.0,1.0,0.0,389.0,0.08333333333333333,65.11627906976744,2
Cust1027870,2,277,138.5,2024-01-29 17:04:00,20,10.0,4.26,2.13,0.0,0.0,WF,1.0,0.0,1.0,277.0,4.26,1.0,0.0,1.0,0.5,0.5,340.0,0.16666666666666666,65.02347417840376,2
Cust1027902,4,2873,718.25,2024-12-23 14:36:00,41,10.25,1.71,0.4275,133.75,535.0,CL,0.75,0.0,1.0,213.0,1.71,3.0,2660.0,38.0,0.25,0.75,11.0,0.3333333333333333,124.56140350877193,2
Cust1027963,1,543,543.0,2023-12-16 13:13:00,21,21.0,6.47,6.47,135.87,135.87,WSI,1.0,0.0,1.0,543.0,6.47,0.0,0.0,0.0,1.0,0.0,384.0,0.08333333333333333,83.9258114374034,2
Cust1028353,5,1814,362.8,2024-07-13 09:19:00,49,9.8,19.0,3.8,0.0,0.0,WF,1.0,0.0,4.0,1514.0,19.0,1.0,300.0,2.0,0.8,0.2,175.0,0.4166666666666667,79.6842105263158,2
Cust1028417,1,1544,1544.0,2023-12-12 17:53:00,7,7.0,0.0,0.0,386.0,386.0,CL,1.0,0.0,0.0,0.0,0.0,1.0,1544.0,7.0,0.0,1.0,388.0,0.08333333333333333,0.0,1
Cust1028510,4,679,169.75,2024-08-16 16:41:00,12,3.0,2.9299999999999997,0.7324999999999999,22.5,90.0,CL,1.0,0.0,2.0,234.0,2.9299999999999997,2.0,445.0,3.0,0.5,0.5,140.0,0.3333333333333333,79.86348122866895,2
Cust1028666,1,180,180.0,2024-01-07 14:13:00,1,1.0,0.0,0.0,45.0,45.0,CL,1.0,0.0,0.0,0.0,0.0,1.0,180.0,1.0,0.0,1.0,362.0,0.08333333333333333,0.0,1
Cust1028885,4,2554,638.5,2024-04-13 13:26:00,66,16.5,14.16,3.54,48.09,192.36,CL,1.0,0.0,2.0,1369.0,14.16,2.0,1185.0,12.0,0.5,0.5,265.0,0.3333333333333333,96.68079096045197,2
Cust1029441,1,364,364.0,2023-12-14 15:57:00,4,4.0,0.0,0.0,91.0,91.0,CL,1.0,0.0,0.0,0.0,0.0,1.0,364.0,4.0,0.0,1.0,386.0,0.08333333333333333,0.0,1
Cust1030422,1,152,152.0,2023-12-12 15:11:00,7,7.0,2.93,2.93,38.09,38.09,WF,1.0,0.0,1.0,152.0,2.93,0.0,0.0,0.0,1.0,0.0,388.0,0.08333333333333333,51.877133105802045,2
Cust1030675,1,88,88.0,2023-12-16 18:34:00,4,4.0,1.36,1.36,0.0,0.0,WF,1.0,0.0,1.0,88.0,1.36,0.0,0.0,0.0,1.0,0.0,384.0,0.08333333333333333,64.70588235294117,2
Cust1030696,4,672,168.0,2024-10-19 15:32:00,41,10.25,9.09,2.2725,6.355,25.42,WF,1.0,0.0,4.0,672.0,9.09,0.0,0.0,0.0,1.0,0.0,76.0,0.3333333333333333,73.92739273927393,2
Cust1030872,1,400,400.0,2024-01-04 15:41:00,2,2.0,0.0,0.0,100.0,100.0,CL,1.0,0.0,0.0,0.0,0.0,1.0,400.0,2.0,0.0,1.0,365.0,0.08333333333333333,0.0,1
Cust1031305,1,548,548.0,2023-12-24 14:54:00,5,5.0,0.0,0.0,137.0,137.0,"CL, SI",1.0,0.0,0.0,0.0,0.0,1.0,548.0,5.0,0.0,1.0,376.0,0.08333333333333333,0.0,1
Cust1031446,1,130,130.0,2023-12-12 14:54:00,2,2.0,0.0,0.0,0.0,0.0,SI,1.0,0.0,0.0,0.0,0.0,1.0,130.0,2.0,0.0,1.0,388.0,0.08333333333333333,0.0,1
Cust1031533,1,900,900.0,2023-12-16 11:08:00,3,3.0,0.0,0.0,225.0,225.0,CL,1.0,0.0,0.0,0.0,0.0,1.0,900.0,3.0,0.0,1.0,384.0,0.08333333333333333,0.0,1
Cust1031549,2,1005,502.5,2024-01-04 15:49:00,39,19.5,10.83,5.415,66.465,132.93,WSI,1.0,0.0,2.0,1005.0,10.83,0.0,0.0,0.0,1.0,0.0,365.0,0.16666666666666666,92.797783933518,2
Cust1031568,1,380,380.0,2023-12-18 17:09:00,3,3.0,0.0,0.0,95.0,95.0,CL,1.0,0.0,0.0,0.0,0.0,1.0,380.0,3.0,0.0,1.0,382.0,0.08333333333333333,0.0,1
Cust1032271,1,592,592.0,2023-12-14 12:49:00,2,2.0,0.0,0.0,148.0,148.0,CL,1.0,0.0,0.0,0.0,0.0,1.0,592.0,2.0,0.0,1.0,386.0,0.08333333333333333,0.0,1
Cust1034664,1,170,170.0,2023-12-19 19:28:00,12,12.0,3.26,3.26,42.38,42.38,WF,1.0,0.0,1.0,170.0,3.26,0.0,0.0,0.0,1.0,0.0,381.0,0.08333333333333333,52.147239263803684,2
Cust1034768,1,159,159.0,2024-12-01 22:52:00,7,7.0,1.58,1.58,39.63,39.63,WSI,1.0,0.0,1.0,159.0,1.58,0.0,0.0,0.0,1.0,0.0,33.0,0.08333333333333333,100.63291139240506,2
Cust1034945,1,176,176.0,2024-10-21 14:44:00,2,2.0,0.0,0.0,44.0,44.0,CL,1.0,0.0,0.0,0.0,0.0,1.0,176.0,2.0,0.0,1.0,74.0,0.08333333333333333,0.0,1
Cust1035802,1,141,141.0,2024-02-22 17:29:00,6,6.0,2.17,2.17,0.0,0.0,WF,1.0,0.0,1.0,141.0,2.17,0.0,0.0,0.0,1.0,0.0,316.0,0.08333333333333333,64.97695852534562,2
Cust1035872,2,338,169.0,2024-01-06 16:23:00,14,7.0,4.49,2.245,25.65,51.3,WF,1.0,0.0,2.0,338.0,4.49,0.0,0.0,0.0,1.0,0.0,363.0,0.16666666666666666,75.27839643652561,2
Cust1036414,1,243,243.0,2023-12-14 12:30:00,9,9.0,2.56,2.56,0.0,0.0,WF,1.0,0.0,1.0,243.0,2.56,0.0,0.0,0.0,1.0,0.0,386.0,0.08333333333333333,94.921875,2
Cust1036584,1,156,156.0,2023-12-15 10:21:00,8,8.0,3.0,3.0,39.0,39.0,WF,1.0,0.0,1.0,156.0,3.0,0.0,0.0,0.0,1.0,0.0,386.0,0.08333333333333333,52.0,2
Cust1037749,1,388,388.0,2023-12-29 17:23:00,5,5.0,0.0,0.0,97.0,97.0,CL,1.0,0.0,0.0,0.0,0.0,1.0,388.0,5.0,0.0,1.0,371.0,0.08333333333333333,0.0,1
Cust1038182,2,521,260.5,2024-01-29 17:07:00,18,9.0,5.42,2.71,65.17,130.34,CL,1.0,0.0,1.0,341.0,5.42,1.0,180.0,1.0,0.5,0.5,340.0,0.16666666666666666,62.91512915129152,2
Cust1038376,1,180,180.0,2023-12-17 19:31:00,1,1.0,0.0,0.0,45.0,45.0,CL,1.0,0.0,0.0,0.0,0.0,1.0,180.0,1.0,0.0,1.0,383.0,0.08333333333333333,0.0,1
Cust1038593,1,285,285.0,2023-12-17 13:30:00,1,1.0,0.0,0.0,0.0,0.0,CL,1.0,0.0,0.0,0.0,0.0,1.0,285.0,1.0,0.0,1.0,383.0,0.08333333333333333,0.0,1
Cust1038803,12,3661,305.0833333333333,2024-12-03 09:12:00,67,5.583333333333333,25.95,2.1625,6.475833333333333,77.71,WSI,0.9166666666666666,0.0,10.0,3221.0,25.95,2.0,440.0,4.0,0.8333333333333334,0.16666666666666666,32.0,1.0,124.1233140655106,2
Cust1040685,1,312,312.0,2023-12-28 11:19:00,2,2.0,0.0,0.0,78.0,78.0,CL,1.0,0.0,0.0,0.0,0.0,1.0,312.0,2.0,0.0,1.0,372.0,0.08333333333333333,0.0,1
Cust1042643,5,2488,497.6,2024-11-30 13:59:00,54,10.8,13.63,2.726,47.226,236.13,CL,0.8,0.0,2.0,1478.0,13.629999999999999,3.0,1010.0,7.0,0.4,0.6,34.0,0.4166666666666667,108.43727072633895,2
Cust1047375,1,476,476.0,2023-12-23 17:47:00,3,3.0,0.0,0.0,119.0,119.0,CL,1.0,0.0,0.0,0.0,0.0,1.0,476.0,3.0,0.0,1.0,377.0,0.08333333333333333,0.0,1
Cust1047434,2,542,271.0,2023-12-28 19:31:00,2,1.0,0.0,0.0,41.5,83.0,CL,1.0,0.0,0.0,0.0,0.0,2.0,542.0,2.0,0.0,1.0,372.0,0.16666666666666666,0.0,1
Cust1047921,4,1564,391.0,2024-11-29 12:19:00,56,14.0,19.61,4.9025,58.205,232.82,WF,1.0,0.0,4.0,1564.0,19.61,0.0,0.0,0.0,1.0,0.0,35.0,0.3333333333333333,79.75522692503824,2
Cust1048067,1,384,384.0,2024-11-07 19:39:00,33,33.0,6.0,6.0,96.0,96.0,WF,1.0,0.0,1.0,384.0,6.0,0.0,0.0,0.0,1.0,0.0,57.0,0.08333333333333333,64.0,2
Cust1048942,9,2008,223.11111111111111,2024-11-13 12:27:00,24,2.6666666666666665,0.36,0.04,0.0,0.0,CL,1.0,0.0,1.0,43.0,0.36,8.0,1965.0,22.0,0.1111111111111111,0.8888888888888888,51.0,0.75,119.44444444444444,2
Cust1048953,1,372,372.0,2023-12-25 15:19:00,5,5.0,0.0,0.0,93.0,93.0,"CL, SI",1.0,0.0,0.0,0.0,0.0,1.0,372.0,5.0,0.0,1.0,375.0,0.08333333333333333,0.0,1
Cust1050157,1,548,548.0,2023-12-23 19:18:00,9,9.0,0.0,0.0,137.0,137.0,"SI, CL",1.0,0.0,0.0,0.0,0.0,1.0,548.0,9.0,0.0,1.0,377.0,0.08333333333333333,0.0,1
Cust1050186,2,330,165.0,2024-08-09 09:09:00,12,6.0,3.27,1.635,8.5,17.0,CL,1.0,0.0,1.0,262.0,3.27,1.0,68.0,1.0,0.5,0.5,148.0,0.16666666666666666,80.1223241590214,2
Cust1050198,2,405,202.5,2024-03-07 13:05:00,2,1.0,0.0,0.0,22.5,45.0,CL,1.0,0.0,0.0,0.0,0.0,2.0,405.0,2.0,0.0,1.0,302.0,0.16666666666666666,0.0,1
Cust1050274,2,780,390.0,2024-01-09 12:33:00,32,16.0,8.54,4.27,58.17,116.34,WSI,1.0,0.0,2.0,780.0,8.54,0.0,0.0,0.0,1.0,0.0,360.0,0.16666666666666666,91.33489461358315,2
Cust1050367,1,220,220.0,2023-12-25 12:14:00,1,1.0,0.0,0.0,55.0,55.0,CL,1.0,0.0,0.0,0.0,0.0,1.0,220.0,1.0,0.0,1.0,375.0,0.08333333333333333,0.0,1
Cust1050717,1,584,584.0,2023-12-25 15:21:00,7,7.0,0.0,0.0,146.0,146.0,CL,1.0,0.0,0.0,0.0,0.0,1.0,584.0,7.0,0.0,1.0,375.0,0.08333333333333333,0.0,1
Cust105084,1,840,840.0,2024-09-23 10:44:00,2,2.0,0.0,0.0,0.0,0.0,CL,1.0,0.0,0.0,0.0,0.0,1.0,840.0,2.0,0.0,1.0,102.0,0.08333333333333333,0.0,1
Cust1051099,1,206,206.0,2024-04-05 16:52:00,5,5.0,1.72,1.72,0.0,0.0,WSI,1.0,0.0,1.0,206.0,1.72,0.0,0.0,0.0,1.0,0.0,273.0,0.08333333333333333,119.76744186046511,2
Cust1054540,1,748,748.0,2023-12-25 15:23:00,11,11.0,0.0,0.0,187.0,187.0,CL,1.0,0.0,0.0,0.0,0.0,1.0,748.0,11.0,0.0,1.0,375.0,0.08333333333333333,0.0,1
Cust1054555,5,1110,222.0,2024-02-16 18:11:00,43,8.6,10.18,2.036,7.148000000000001,35.74,WSI,1.0,0.0,5.0,1110.0,10.18,0.0,0.0,0.0,1.0,0.0,322.0,0.4166666666666667,109.03732809430255,2
Cust1054833,2,835,417.5,2024-12-03 17:40:00,18,9.0,4.81,2.405,0.0,0.0,CL,1.0,0.0,1.0,505.0,4.81,1.0,330.0,2.0,0.5,0.5,31.0,0.16666666666666666,104.989604989605,2
Cust1054905,3,1008,336.0,2024-06-24 18:01:00,70,23.333333333333332,12.629999999999999,4.21,50.663333333333334,151.99,RPCL,1.0,0.0,2.0,1008.0,12.629999999999999,1.0,0.0,1.0,0.6666666666666666,0.3333333333333333,193.0,0.25,79.80997624703089,2
Cust1055326,1,136,136.0,2023-12-31 13:40:00,2,2.0,0.0,0.0,34.0,34.0,CL,1.0,0.0,0.0,0.0,0.0,1.0,136.0,2.0,0.0,1.0,369.0,0.08333333333333333,0.0,1
Cust1055336,1,380,380.0,2023-12-28 10:37:00,3,3.0,0.0,0.0,95.0,95.0,CL,1.0,0.0,0.0,0.0,0.0,1.0,380.0,3.0,0.0,1.0,373.0,0.08333333333333333,0.0,1
Cust1055359,1,233,233.0,2023-12-23 12:32:00,8,8.0,2.77,2.77,58.25,58.25,WSI,1.0,0.0,1.0,233.0,2.77,0.0,0.0,0.0,1.0,0.0,377.0,0.08333333333333333,84.11552346570397,2
Cust1055398,2,273,136.5,2023-12-28 12:53:00,11,5.5,3.09,1.545,0.0,0.0,WF,1.0,0.0,2.0,273.0,3.09,0.0,0.0,0.0,1.0,0.0,372.0,0.16666666666666666,88.3495145631068,2
Cust1056440,1,140,140.0,2023-12-25 19:31:00,5,5.0,2.15,2.15,0.0,0.0,WF,1.0,0.0,1.0,140.0,2.15,0.0,0.0,0.0,1.0,0.0,375.0,0.08333333333333333,65.11627906976744,2
Cust1056509,1,148,148.0,2023-12-23 18:24:00,9,9.0,2.84,2.84,36.97,36.97,WF,1.0,0.0,1.0,148.0,2.84,0.0,0.0,0.0,1.0,0.0,377.0,0.08333333333333333,52.11267605633803,2
Cust1056698,11,1951,177.36363636363637,2024-11-17 15:37:00,92,8.363636363636363,17.5,1.5909090909090908,40.342727272727274,443.77,WSI,1.0,0.8181818181818182,7.0,1247.0,17.5,4.0,704.0,8.0,0.6363636363636364,0.36363636363636365,47.0,0.9166666666666666,71.25714285714285,0
Cust1058949,6,1332,222.0,2024-09-28 18:48:00,49,8.166666666666666,15.88,2.646666666666667,0.0,0.0,WF,1.0,0.0,6.0,1332.0,15.88,0.0,0.0,0.0,1.0,0.0,97.0,0.5,83.87909319899244,2
Cust1058971,1,217,217.0,2023-12-23 17:02:00,8,8.0,3.34,3.34,0.0,0.0,WF,1.0,0.0,1.0,217.0,3.34,0.0,0.0,0.0,1.0,0.0,377.0,0.08333333333333333,64.97005988023952,2
Cust1059827,1,1812,1812.0,2023-12-29 13:21:00,13,13.0,0.0,0.0,453.0,453.0,CL,1.0,0.0,0.0,0.0,0.0,1.0,1812.0,13.0,0.0,1.0,371.0,0.08333333333333333,0.0,1
Cust1060524,1,236,236.0,2023-12-26 18:40:00,2,2.0,0.0,0.0,59.0,59.0,CL,1.0,0.0,0.0,0.0,0.0,1.0,236.0,2.0,0.0,1.0,374.0,0.08333333333333333,0.0,1
